Posts;Labels;date_created
"Cruciale ‘battlegrounds’ in de verkiezingsstrijd zijn British Columbia en Ontario. In BC is het nek-aan-nek.
De uitslag daar bepaalt of Carney een meerderheid haalt of moet schipperen met de kleine partijen. ";1;2025-04-25T16:45:33.000Z
"Hét verhaal van de verkiezingen is de comeback van Carney.

Begin dit jaar stonden de Liberalen een straatlengte achter. Maar sinds Trump proberen de liberalen er een verkiezing van te maken over de vraag of je voor Canada of voor Trump bent. Niet zonder succes. ";1;2025-04-25T16:45:31.000Z
"Campagne voeren in Canada is een logistieke nachtmerrie van afstanden en tijdzones.

De oostelijke stad Halifax ligt dichter bij Manchester🇬🇧 dan bij Vancouver.
✈️ Halifax–Manchester: 4.245 km
✈️ Halifax–Vancouver: 4.443 km

Campagnevoeren is vliegen. ";0;2025-04-25T16:45:28.000Z
"Niet alleen Carney en Poilievre doen mee.
De NDP (Jagmeet Singh), Bloc Québécois (Yves-François Blanchet) en de Groenen (Elizabeth May) maken geen kans om de grootste te worden, maar als de twee grote partijen elk nipt geen meerderheid halen kunnen ze wél de kingmaker zijn. ";1;2025-04-25T16:45:26.000Z
"De Conservatieven zetten Carney neer als wereldvreemde technocraat.
Een “Davos man” die nooit gekozen is en Canada van bovenaf wil besturen. De term ‘woke’ valt continu op campagnerally’s van Poilievre. “Sneaky Mark Carney” is een Trumpachtig label dat hij gebruikt. ";0;2025-04-25T16:45:21.000Z
The Dutch connection! Pierre Poilievre woont in Stornoway, de officiële ambtswoning van de oppositieleider (ja, die heeft in Canada een ambtswoning). Van 1941 tot 1945 woonde daar onze latere koningin Juliana. De wieg van prinses Margriet stond in Stornoway. ;1;2025-04-25T16:45:05.000Z
Trump is het allergrootste probleem voor Poilievre. Hij verbond zich aan Trump’s populisme. Tot diens terugkeer in het Witte Huis leek het premierschap hem niet te kunnen ontgaan. Maar de dreigementen van Trump met ‘annexatie’ van Canada veranderen alles.. ;0;2025-04-25T16:45:02.000Z
"Uitdager Pierre Poilievre ziet zichzelf als de kampioen van de gewone Canadees.
Groeide op in een pleeggezin, praat duidelijk en wil belastingen verlagen. Lange tijd was hij de Canadese Trump… totdat Trump zich tegen Canada keerde.
Zijn stijl: TikTok, zonnebrillen, soundbites. ";1;2025-04-25T16:45:01.000Z
"De te kloppen man is kersverse premier Mark Carney: oud-gouverneur van de Bank of England.

Presenteert zich als de ervaren deskundige in onzekere tijden, geen man van soundbites. Een grote stijlbreuk met Justin Trudeau, want Carney is bijna Duits in z’n degelijkheid. ";1;2025-04-25T16:44:46.000Z
"🇨🇦 Wat je moet weten over de Canadese verkiezingen van maandag: een race tussen een voormalig bankier en zijn populistische uitdager. 

Trump bedreigt Canada opnieuw, en juist dat veroorzaakt een historische comeback. Is het tijd voor CanadEU🇪🇺? En: de NL connectie!
Draadje🧵 ";1;2025-04-25T16:44:31.000Z
"Terwijl Trump dreigt de Oekraïeners te laten vallen lanceert Poetin vannacht tientallen raketten op Kyiv. De grootste aanval op de hoofdstad dit jaar, 9 doden en tientallen gewonden.

Europa staat voor de keuze: meegaan in het belonen van terreur of 🇺🇦 écht vol steunen. ";0;2025-04-24T04:00:12.000Z
"Een goede dag voor Poetin. Zonder dat hij één concessie doet probeert Trump Oekraïne te dwingen tot het opgeven van twee miljoen burgers. Een enorme beloning voor agressie.

Poetins terreur mag niet winnen. Zie hier waarom: Oekraïne vóór en na de invasie.
";0;2025-04-23T19:41:52.000Z
"Eén van de grootste Russische munitiedepots vol met lange afstandsraketten grotendeels vernietigd.

Het resultaat: minder Russische terreurwapens. Dit is waarom we Oekraïne de middelen moeten geven zichzelf te verdedigen: om levens te redden en Poetins oorlog te frustreren. ";1;2025-04-22T17:58:23.000Z
Nu Trump ons de handelsoorlog heeft verklaard moeten we de democratische wereld verenigen! Dus ook met handelsverdragen. Mijn pleidooi vóór het akkoord met Zuid-Amerika. Onbegrijpelijk dat PVV en GL-PvdA zich verenigen in verzet tégen meer handel. ;0;2025-04-22T16:58:34.000Z
De eerste paus die echt met aantal onverdraagzame tradities durfde te breken, de kerk verbond met de armen en katholieken aanmoedigde de klimaatcrisis serieus te nemen. En een paus die vond dat Oekraïne de agressor Poetin tegemoet moest komen. Rust in vrede. ;1;2025-04-21T08:24:21.000Z
Yes We Canada🇪🇺🇨🇦 ;1;2025-04-21T07:38:54.000Z
"Poetin is niet te vertrouwen en wil pas vrede als hij met oorlog niks meer bereikt. 

De Russische opmars staat nu bijna stil en Poetins oorlogseconomie wankelt. Een einde aan de oorlog kán dus, mits we Oekraïne sterk genoeg maken om Poetins terreur kansloos te laten zijn. ";0;2025-04-20T07:01:51.000Z
"5. Humanitaire corridors in Marioepol (2022)
Rusland beloofde veilige doorgang voor burgers in Marioepol. Maar vluchtende mensen werden beschoten of vastgehouden.
Bijv. op 5 maart 2022: officieel staakt-het-vuren, toch vuur op burgers. In Marioepol stierven meer dan 8000 burgers.";0;2025-04-20T07:01:51.000Z
"4. De Minsk-akkoorden I & II (2015) 
Moesten vrede brengen in Oost-Oekraïne: staakt-het-vuren, terugtrekking van wapens, herstel grenscontrole.
Maar Rusland bleef militairen, wapens en huurlingen sturen.  Poetin ondertekende en saboteerde direct erna.";0;2025-04-20T07:01:50.000Z
"3. Staakt-het-vuren in Georgië (2008) 
Na oorlog in Georgië tekende Rusland een bestand, bemiddeld door Sarkozy. Belofte: Russische troepen zouden zich terugtrekken naar pre-conflictposities. In plaats daarvan bezette Rusland blijvend Zuid-Ossetië en Abchazië, en erkende ze als 'onafhankelijk'.";0;2025-04-20T07:01:49.000Z
"2. Boedapest Memorandum (1994) 
Oekraïne gaf in 1994 vrijwillig zijn kernwapens op. In ruil beloofde Rusland de Oekraïense grenzen te respecteren. In 2014 annexeerde Poetin de Krim. Beloften verbrijzeld onder rupsbanden.";0;2025-04-20T07:01:48.000Z
"1. Chasavjoert-akkoord (1996), Tsjetsjenië
Poetin verbrak in 1999 dit akkoord, dat vrede en autonomie beloofde aan Tsjetsjenië. Onder het mom van “antiterreur” begon hij een tweede, vernietigende oorlog. Zo'n 50.000 Tsjetsjenen kwamen om.";0;2025-04-20T07:01:47.000Z
"59 Russische bombardementen en vijf bestormingen van Oekraïense posities vannacht. 

Poetin laat weer zien wat hij bedoelt met een wapenstilstand: niks. Net als talloze eerdere keren dat hij een bestand schond in zijn vele oorlogen. 5 voorbeelden 🧵";0;2025-04-20T07:01:46.000Z
5⃣ En een hele grote verrassing: het kabinet heeft Klarna ontdekt! ;1;2025-04-18T12:34:27.000Z
"4⃣ Aankondiging van meer geld voor defensie bleek genereus boekhouden: Nederland blijft hangen op 2,1% NAVO-norm. 

Na de VVD-belofte voor 3,5% haakt Nederland nu dus helemaal af. Dick Schoof mag als gastheer de NAVO-top in Den Haag vast openen, maar zit daarna op strafbank.. ";0;2025-04-18T12:34:26.000Z
"3⃣ Het is een matige vrijdag voor Overijssel. Na lange nacht kondigde @lientje1967 trots aan dat er 365 miljoen euro wordt uitgetrokken voor de N50 bij Kampen. 

Ze bleek zich 365 miljoen euro verrekend te hebben, het is0⃣.
BBB heeft de eigen juichberichten stilletjes aangepast. ";0;2025-04-18T12:34:25.000Z
"2⃣ PVV, VVD, NSC en BBB vegen hun voeten af met gemaakte afspraken. Twee weken terug nog stemde het CDA vóór de begroting, maar in ruil moest o.a. bezuiniging op praktijkleren (stages) voor MBO'ers geschrapt worden.

Wat doet coalitie nú? Een nog grotere bezuiniging erin zetten. ";0;2025-04-18T12:34:24.000Z
"5 opvallende punten waarvan ik goed snap dat het kabinet ze wilde verstoppen tot Pasen..🧵🥚

1⃣ Megabezuiniging onderwijs wordt nóg half miljard groter groter. Op taallessen, begeleiding voor kinderen met minste kansen. Op rekenlessen , op stageplekken MBO'ers, enzovoorts. ";0;2025-04-18T12:34:23.000Z
"De VVD beloofde naar 3,5% voor Defensie te gaan. Maar met voorjaarsnota blijven we op 2,1% en steekt Nederland met IJsland het juist het minste in defensie van heel Noord-Europa. Schoof dus op strafbankje bij de NAVO-top..

“U weet hoe het werkt”, was in debat de VVD-verdediging. ";0;2025-04-18T10:38:08.000Z
"Rusland heeft vanochtend weer drie ballistische raketten met clustermunitie op een woonwijk in Kharkiv afgevuurd. Tot nu toe 70 slachtoffers.

Logisch dat Trump ineens niet meer gelooft in snel einde aan de oorlog. Maar dat komt 100% omdat Poetin door wil met z’n terreur. ";0;2025-04-18T09:35:52.000Z
"“Is er komende week geen wapenstilstand, dan moet Amerika de oorlog verder maar laten.” En dus Oekraïne laten vallen als een baksteen.

Die conclusie trekt de VS uit de continue Russische terreuraanvallen.

Het is aan Europa om te voorkomen dat Poetin Oekraïne van de kaart veegt. ";0;2025-04-18T08:42:04.000Z
"Het is echt domheid troef. Terwijl China, Rusland en India hun netwerk enorm vergroten gaat Nederland ambassades sluiten. Terwijl we tijdens Trump als Europa juist nieuwe banden moeten smeden!

Ondernemers en bedrijven vinden het gekkigheid: minder kansen voor Hollandse handel. ";0;2025-04-17T19:45:05.000Z
"Nieuws: Trump-regering heeft een bondgenoot gebeld met de vraag militaire steun aan Oekraïne te stoppen. Die bondgenoot weigerde.

Ongelooflijk hoeveel Trump bereid is te doen voor Poetin. Laat het kabinet stoppen met zeggen dat artikel 5 'staat als een huis'. Dat is wensdenken. ";0;2025-04-16T11:51:57.000Z
"Uitkomst voorjaarsnota is dat het kabinet 0,1% meer steekt in defensie.

Lijkt wel alsof kabinet niet doorheeft dat Trump terug is. We zullen in Europa onze defensie op orde moeten brengen en herbewapenen. Onze bondgenoten snappen dat. 

Nederland wordt zo de horzel van Europa. ";0;2025-04-16T09:51:39.000Z
"1,1 miljard voor defensie. Dat is precies 0,1% erbij voor de NAVO-norm. 

Met dit tempo bereik je de 3,5% die Yesilgöz beloofde in… 2039. ";1;2025-04-16T09:36:17.000Z
Eruit. Uit het kabinet? ;0;2025-04-16T09:28:23.000Z
"Viktor Orbán heeft van Hongarije één van de armste landen van Europa en van zichzelf Poetins favoriete leider gemaakt. Democratie afbreken is slecht voor je land.

Nu krimpt hij in peilingen en ligt op koers om z'n macht te verliezen. Van Canada tot Nederland: populisten zakken. ";0;2025-04-15T21:01:52.000Z
Big step! Today, the Dutch parliament stood with Taiwan by adopting motions from Dutch @ipacglobal members: calling for WHO observer status, condemning Chinese military escalation, and urging a government delegation to Taipei. For peace and democracy. And against intimidation. ;1;2025-04-15T15:31:56.000Z
"Today, the Dutch parliament votes on: 
– Continued naval presence in Indo-Pacific
– Condemning China’s intimidation of Taiwan
– Supporting Taiwan’s role in the WHO

Now the Chinese embassy tries to interfere: ";1;2025-04-15T13:01:12.000Z
"Dat Trump een dag na het bloedbad in Sumy andermaal Zelensky ervan beschuldigt de oorlog te zijn begonnen is compleet gestoord.

En onze regering blijft zeggen dat we geen rekening hoeven houden met Amerikaanse terugtrekking uit de NAVO. Wensdenken.
";0;2025-04-14T18:15:20.000Z
Kamer snapt niet wat minister Bruins met publieke omroep wil: ‘Was will der Eppo?’ ;0;2025-04-14T15:34:42.000Z
"Het kabinet heeft een plan voor de publieke omroep dat onbegrijpelijker is dan een songtekst van BLØF. 

Kies nou voor een sterke omroep die digitaal sterker wordt en de strijd aan kan met Russische trollen en Amerikaanse techmiljardairs. Mijn betoog in het mediadebat👇 ";0;2025-04-14T11:32:19.000Z
Het enige dat tot nu toe 130 km per uur gaat is de Voorjaarsnota richting de vangrail. ;0;2025-04-14T09:39:35.000Z
"In de ogen van Trump kan Poetin niets verkeerd doen. En dus gelooft Trump dat het zondagse bloedblad in Sumy een ‘vergissing’ was. 
Vast net als bombardementen op ziekenhuizen, theaters, supermarkten etc.

Dit is waarom we een Europees leger nodig hebben.
";0;2025-04-14T04:46:57.000Z
"De meeste Nederlanders hebben respect voor de zorgen om hun veiligheid van Israëliërs. Omringd door groepen die Israël van de kaart willen vegen.

Maar steeds minder mensen begrijpen de slachtpartij die nu wordt aangericht. “Geen rode lijn” maakt het kabinet moreel failliet. ";0;2025-04-13T20:58:14.000Z
"De blinde vlek.

Hulpverleners en vluchtelingen vermoord bij RSF-aanval in Soedan. Volkomen terecht noemt Veldkamp dit een grove schending van internationaal recht.

Waarom wordt dat nóóit gezegd bij Israël? Zelfs nu. 15 hulpverleners executeren: Nederland wil eerst ‘onderzoek’. ";0;2025-04-13T16:39:45.000Z
"Het is palmzondag en talloze Oekraïeners waren op weg naar hun kerk. Dat moment grijpt Rusland aan voor een massale misselijke aanval op burgers. 

Poetin gaat nogmaals proberen Oekraïne eronder te krijgen. Laten wij alles doen om de Oekraïners te helpen!
";0;2025-04-13T10:04:20.000Z
"Minstens 21 Oekraïeners dood door zoveelste Russische aanval op gewone mensen die niets anders willen dan in vrijheid mogen leven.

Laat iedere gek die op X roept dat Poetin vrede wil z’n account opheffen. ";0;2025-04-13T09:32:04.000Z
"Hulpverleners zijn geëxecuteerd en met hun ambulances onder het zand geveegd, en daarna loog Israëlische regering erover. 

Bij debat over Gaza zegt NSC nu nooit een rode lijn te willen trekken, ‘want dan moet je die handhaven’.

Zo maakt NSC van zichzelf een politieke deurmat. ";0;2025-04-10T13:14:02.000Z
The motion👇 ;1;2025-04-09T19:26:56.000Z
"Each time the world stays silent in the face of military drills encircling Taiwan, the risk that Xi will act on his threats increases.

With a majority in parliament, we call on the Dutch government to speak out against intimidation and take a strong role in deterring escalation. ";0;2025-04-09T19:25:09.000Z
"Nu de markten instorten en grote economieën stevig reageren parkeert Trump de helft van z’n importbelastingen voor de EU. 

Zie daar de kracht van een verenigd Europa! ";0;2025-04-09T18:53:14.000Z
"And now the bombshell: Chinese soldiers captured in Europe.
Not as peacekeepers, as Beijing has cynically suggested. But as mercenaries in Putin’s invasion force.

There’s no way the Chinese government didn’t know.
Europe must make clear: this is unacceptable. ";0;2025-04-08T14:37:01.000Z
"Sanctions mean Russia can barely keep its planes in the air.
So how is it still building millions of drones and missiles?
Because China supplies 90% of the electronics powering Russia’s war machine. ";0;2025-04-08T14:36:59.000Z
"Sanctions have brought the Russian economy to its knees. Inflation is through the roof, interest rates are insane and hundreds of thousands have fled the country. 

However, Chinese trade with Russia has doubled. And that’s what kept the Kremlin afloat. ";0;2025-04-08T14:36:57.000Z
"We already knew China was bankrolling Russia’s war in Ukraine.

We already knew China was supplying 90% of the microelectronics powering Russia’s war machine.

We now know Chinese soldiers fighting in Donbas have been captured by🇺🇦

A 🧵 on why Putin’s war is made possible by Xi. ";0;2025-04-08T14:36:56.000Z
"Zelensky meldt dat Chinese soldaten meevechten met Rusland.

Terwijl de Europese Commissie samen met China wil optrekken helpt Xi Jinping om dood en verderf te zaaien in Oekraïne.

Als dit nieuws bevestigd is moet er stevige Europese reactie komen.
";0;2025-04-08T12:53:20.000Z
"Ziekenhuizen en scholen platgebombardeerd. 
Stroom afgesneden.
Voedselhulp geblokkeerd.

En nu 15 hulpverleners geëxecuteerd en met hun ambulances begraven.

Dan gaan we toch niet nog wapens aan Israël leveren voor dit soort oorlogsmisdaden? #BarLaat ";0;2025-04-08T06:28:21.000Z
"Ziekenhuizen en scholen platgebombardeerd. 
Voedselhulp gestopt. 
Stroom afgesneden.
Voedselhulp geblokkeerd.

En nu 15 hulpverleners geëxecuteerd en met hun ambulances begraven.

Dan gaan we toch niet nog wapens aan Israël leveren voor dit soort oorlogsmisdaden? #BarLaat ";0;2025-04-08T06:25:49.000Z
"Beurs Hong Kong 13% in de min, harder gedaald dan ooit sinds Aziëcrisis 1997.

AEX opent 5% in de min. Berlijn en Parijs nog lager.

Olieprijs gezakt tot laagste in vier jaar.

Om 15.30u gaat de Dow Jones open.

En toch: deze handelsoorlog is wat Trump al 40 jaar wilde doen. ";0;2025-04-07T08:46:20.000Z
"Trump wil niet eens praten over de 20% importheffingen. Eerst zou de EU volgens hem een zak geld als ‘compensatie’ op tafel moeten leggen.

Het is totale flauwekul. Europa importeert veel meer diensten (apps, cloud) dan andersom, en daardoor verdient 🇺🇸 meer aan 🇪🇺 dan andersom. ";0;2025-04-07T05:08:03.000Z
"""Het Israëlische leger viel helemaal geen ambulance aan"", aldus minister Sa'ar.

Wat een onacceptabele bluf. 
15 medische hulpverleners gedood. Snel in een massagraf gegooid, blijkbaar om iets te verbergen. 

Als het kabinet zich nu nóg niet voor sancties uitspreekt, wanneer wel? ";0;2025-04-06T12:16:38.000Z
@estherouwehand 💚💪;1;2025-04-05T09:45:06.000Z
En pak nu door met het handelsverdrag Mercosur met Zuid-Amerika! We hebben alternatieven nodig voor Amerika. Onbegrijpelijk dat partijen als Volt, NSC en GL-PvdA zelfs na het handelsbloedbad van Trump nog steeds tegen Europese handelsverdragen zijn. ;1;2025-04-05T06:51:27.000Z
Zorg dus met slimme tegenmaatregelen dat Amerikanen zélf de druk opvoeren. Dan versterk je de weerstand binnen Amerika. Richt importtarieven op staten waar Trump op leunt. Spaar de staten waar Republikeinen zich tégen hem keren. Zo raak je het draagvlak voor zijn handelsoorlog. ;0;2025-04-05T06:51:26.000Z
Wat moet de EU doen? Nederland aarzelt. Minister Klever wil “eerst aan tafel”. En dus nog geen tegenmaatregelen. Dat is echt een misrekening. Trump onderhandelt pas als je tanden laat zien, en híj iets te winnen heeft. ;0;2025-04-05T06:51:24.000Z
Voor Nederland is dit een enorme klap. Van alle landen op het Europese continent worden wij al handelsland het hardste geraakt. Hoe precies zal afhangen van het effect op de wereldeconomie, maar zeker 500 euro per Nederlander per jaar. ;0;2025-04-05T06:51:23.000Z
Dit is niet te relativeren. Een wereldwijde recessie is goed mogelijk. En als het vertrouwen eenmaal weg is in de economie én in de Amerikaanse overheid, dan komt dat niet zomaar terug. Hoe sneller deze tarieven van tafel gaan, hoe beter. ;0;2025-04-05T06:51:22.000Z
"Voor het eerst is er serieuze weerstand binnen zijn eigen partij. 

Senator Rand Paul vertelt overal waarom hij de handelsoorlog zo dom vindt, en waarschuwt voor een enorme verkiezingsnederlaag. De Senaat nam zelfs een plan aan om tarieven richting Canada te schrappen. ";0;2025-04-05T06:51:22.000Z
"Trump raakt alles en iedereen: vriend én vijand. De wereldhandel staat op z’n kop. China slaat terug. Beurzen donderen in. 

Al 9 biljoen (!!!) euro aan beurswaarde is verdampt sinds zijn aantreden, bijna 10 biljoen dollar. ";0;2025-04-05T06:51:05.000Z
"De hoogte van de tarieven hangt af van of en hoeveel een gebied meer exporteert naar de VS dan andersom. Verder is er niet over nagedacht.

De 6000 bewoners op de Franse eilandjes Saint Pierre en Miquelon wonnen zo de hoofdprijs met een tarief van 99%! Voor een beetje kreeft. ";0;2025-04-05T06:51:03.000Z
De lijst met landen is pure willekeur. Geen logica qua alfabet, grootte of tariefhoogte. Maar het meest opvallend: importtarieven voor praktisch onbewoonde eilanden als Jan Mayen. Of MacDonald Island, waar alleen pinguïns wonen. ;0;2025-04-05T06:51:00.000Z
"Importtarieven voor pinguïns en onbewoonde eilanden. Beurzen die instorten.

Deze week zagen we de chaos van Trump 2.0. Voor het eerst kreeg hij ook serieus tegenspel.

Een 🧵 over de gekte, wat het voor ons betekent én wat de EU nu moet doen. ";0;2025-04-05T06:50:58.000Z
Klokhuis en het Sinterklaasjournaal. De grote bezuinigingen van het kabinet op de publieke omroep waren al kortzichtig, maar raken nu helemaal kant noch wal. Maak niet kapot wat zo verbonden is met de huiskamer van Nederland! ;0;2025-04-04T15:48:33.000Z
"Vier doden, 35 gewonden door weer Russisch megabombardement op woonwijk in Kharkiv. Het is nu drie weken sinds Oekraïne instemde met een totale wapenstilstand. Poetin gaat door met terreur zaaien. 

Meer druk op Poetin en meer steun voor Oekraïne is nodig!
";0;2025-04-04T09:20:24.000Z
Make America ……. Again ;1;2025-04-03T16:42:02.000Z
"Amerikaanse beurzen storten in na de aankondiging van de grootste tarievenoorlog ooit door Trump.

Europa kan niet anders dan met gelijke munt terugbetalen en Amerikanen stimuleren om Trump terug te fluiten. ";0;2025-04-02T21:35:12.000Z
"Wat een bloedblad voor de wereldhandel. Trump werpt historische tariefmuren op. De tijd van vriendschap en handelen is voorbij.

De lijst van landen is ook waanzinnig. Taiwan wordt voor het eerst een ‘country’ genoemd, en de VS stellen apart tarief in voor… Spitsbergen. ";0;2025-04-02T21:32:27.000Z
"De werkweigering van Faber leidde tot werkschuwheid van Schoof, die weigerde naar de Tweede Kamer te komen om verantwoording af te leggen. 

En PVV, BBB en VVD wilden dat laten gebeuren, NSC greep in. ";0;2025-04-02T14:17:53.000Z
"Amerika wordt wakker op wat Trump ‘bevrijdingsdag’ noemt: een groot offensief aan tarieven voor allerlei landen én de EU. 

Hoe radicaal het wordt is de vraag, maar we zullen als Europa snel moeten reageren. Als we slim zijn sámen met Canada en anderen. 
";0;2025-04-02T13:22:58.000Z
"Eindelijk liggen er plannen voor de publieke omroep. Stoppen met het ouderwetse ledencriterium en meer samenwerking is prima. Maar de megabezuiniging? Die maakt de publieke omroep juist veel zwakker. 

Minder ruimte voor onafhankelijke journalistiek, meer afhankelijkheid van reclame. Wil je een Trump-proof omroep? Dan moet je juist investeren.

En de échte rotte plek in het bestel, een omroep die nepnieuws verspreidt; blijft buiten schot. Dat Ongehoord Nederland publiek geld zou mogen blijven verbranden schaadt de geloofwaardigheid van de hele publieke omroep.

Bruins wil de politiek ‘op afstand’ plaatsen, maar dat leest vooral alsof hij zich stilletjes terugtrekt van z’n verantwoordelijkheid. Dat kan beter. Door het Commissariaat als waakhond meer tanden geven kunnen omroepen gehouden worden aan minimale kwaliteit. En door financiën voor lange tijd vast te leggen voorkom je dat de publieke omroep een speelbal wordt.";0;2025-04-02T12:12:53.000Z
"Palestijnse hulpverleners gedood met handen vastgebonden. Meer dan 15.000 dode kinderen. Plannen voor etnische zuivering Gaza en inname van gebied.

Wat heeft dit nog te maken met strijd tegen Hamas? 

Europa moet niet stilzitten. Stel sancties in, schort handelsvoordelen op. ";0;2025-04-02T08:57:29.000Z
"China omcirkelt Taiwan in een gigantische oefening van marine, landmacht en rakettenmacht. Aankondiging is een intimiderend filmpje en de titel “insluiten”. China erkent dat dit oefening is voor een volledige blokkade.

Pure intimidatie. ";0;2025-04-01T05:33:49.000Z
"De Amerikaanse regering wil personeelsbeleid van Europese bedrijven gaan bepalen. De rechtse Belgische regering reageert snoeihard op deze inmenging. ""België zal geen millimeter wijken."" Bezwaar is aangetekend bij de ambassade.

Duidelijk. Waarom is ons kabinet weer muisstil? ";0;2025-03-31T14:23:38.000Z
"De Eerste Kamer is er om broddelwerk van de Tweede Kamer te stoppen voordat het een wet wordt. Nu is daarvoor het moment.

Trump dwingt Europa onafhankelijk te worden. Dan is het dom om de deur dicht te smijten voor internationaal talent en onderzoekers te ontslaan. Doe het niet! ";0;2025-03-31T12:30:27.000Z
"Dat maatwerk is een spaghetti aan rafelige slierten, want Bruins kon niet uitleggen hoe hij precies andere regels zou laten gelden voor hogescholen &amp; universiteiten in de regio. BBB kwam dus maar met het idee Zuid-Limburg vrij te stellen van regels over internationalisering. 6/7";0;2025-03-31T12:30:26.000Z
"Probleem 2: de strijd van het kabinet tegen het Engels. Plan is het buitensluiten van internationale studenten door veel meer bachelorstudies verplicht in het Nederlands te doen. 

Nu blijkt dat daardoor veel opleidingen in de regio gevaar lopen beloofde Bruins 'maatwerk'. 5/7 ";0;2025-03-31T12:30:26.000Z
"Kortom: er is helemaal niet gekeken door het kabinet naar de juridische houdbaarheid van het schenden van afspraken voor de megabezuiniging op onderwijs. Dat uitzoekwerk gaan ze nu nog doen.

Bruins vraagt morgen de senatoren dus akkoord te gaan met een begroting op drijfzand.4/7 ";0;2025-03-31T12:30:25.000Z
"Logisch dus dat senatoren vragen: “Mag dat zomaar? Wat gaat de rechter ervan vinden?"" Bruins had geen helder antwoord. Dus moest hij de onderbouwing sturen. 

Het is bijna 1 april, dus stuurde Bruins 23 pagina’s 'onderbouwing', waarvan 22,5 volledig weggelakt. Dit bleef over: 3/7 ";0;2025-03-31T12:30:25.000Z
De overheid moet zich aan z’n afspraken houden. Drie jaar geleden is vastgelegd dat hogescholen en universiteiten meer stabiele financiering krijgen, zodat docent of onderzoeker zijn geen flexbaan blijft. Die afspraken worden nu eenzijdig verscheurd. 2/7 ;0;2025-03-31T12:30:24.000Z
"Het was bijna de ‘Nacht van Bruins’ in de Eerste Kamer dinsdag. Nog nooit heeft de onderwijsbegroting zoveel weerstand opgeroepen. Zelfs na honderden vragen en hele dag debat is de minister er niet.

Morgen, 1 april, mag hij in de reprise. Het draait nu om 2 stukken prutswerk.🧵 ";0;2025-03-31T12:30:23.000Z
Heel sterk dat Tuinman en Brekelmans dit weekend ín Oekraïne versnelling van militaire steun aankondigen, en zelfs naar een frontstad reizen. Veel landen gingen Nederland voor na terugkeer van Trump, maar nu doen we weer mee. ;1;2025-03-30T18:46:02.000Z
"Trump zou kwaad zijn op Poetin, omdat Rusland een staakt-het-vuren frustreert. Plant nieuw telefoongesprek in. En dreigt (beetje) met sancties.

Dit heeft hoog déjà-vu-gehalte! Twee weken terug ging Trump ook bellen na dreiging met sancties, maar wond Poetin hem om z'n vinger. ";0;2025-03-30T18:09:24.000Z
@LagewegG Fijn Gerrit! Blijf lezen!;1;2025-03-28T12:14:47.000Z
@TrueConstituti1 @cdavandaag ;1;2025-03-28T12:14:23.000Z
"Woordvoerder van het Kremlin geeft net aan klaar te zijn met het staakt-het-vuren. ""Rusland behoudt zich weer het recht voor Oekraïense energie-installaties aan te vallen.""

Wie nog het idee had dat Poetin op zoek is naar vrede, kan dat idee uit z'n hoofd zetten.";0;2025-03-28T12:12:42.000Z
"Trump trekt z’n kandidaat VN-ambassadeur terug! Niet omdat ze iets fout doet, maar omdat hij bang is dat de kiezers als haar opvolger een Democraat zouden kiezen. En hij dan z’n meerderheid in het Huis van Afgevaardigden verliest. 

Trump erkent zelden zwakte, maar door Elise Stefanik nu te verplichten in het parlement te blijven doet hij dat wel. In haar kiesdistrict won Trump de verkiezingen nog met 20% verschil, maar nu zegt hij letterlijk dat Stefanik moet blijven zitten om zeker te zijn dat de Republikeinen hun flinterdunne meerderheid behouden. Was ze wél VN-ambassadeur geworden, dan waren er binnen 3 maanden extra verkiezingen geweest voor haar zetel.

Trump heeft dus prima door dat een meerderheid van de Amerikanen niet blij is met de handelsoorlog die hij voert en de manier waarop Trump bondgenoten aanvalt en vriendelijk is voor Poetin. Aandelenmarkten zakken in, investeerders verliezen vertrouwen en gewone Amerikanen merken dat ze zekerheid verliezen. En de megablunders in de Signal Gate helpen ook niet.

Trump 2 is pas 66 dagen bezig en de wereld is al onherkenbaar veranderd. Maar er kan een moment komen dat hij teruggefloten wordt, als de Democraten zelf de boel op orde krijgen. Voor Europa dus belangrijk vol in contact te blijven met Republikeinen en Democraten in senaat en huis van afgevaardigden.";0;2025-03-27T21:25:17.000Z
"Trump z’n importtarieven op auto’s zijn een zweepslag voor de Amerikaanse én Europese auto-industrie. In Amerika worden Europese auto’s zo’n $7000 duurder. En China krijgt de ruimte om de hele wereldwijde automarkt te domineren.

MAGA = China first.
 ";0;2025-03-27T15:09:22.000Z
"De megabezuiniging op onderwijs van PVV, VVD &amp; NSC is al heel slecht plan, maar blijkt ook nog eens  contractbreuk. We kregen er docenten en onderzoekers bij op basis van afspraken die het kabinet nu wil schenden.

Dit kan de Eerste Kamer niet goedkeuren!
";0;2025-03-27T14:32:53.000Z
Een BBC-journalist uitzetten die gewoon z'n werk doet. Duidelijker maken dat je een dictatuur wil vestigen is lastig. Hoog tijd voor veel luider Europees antwoord op de repressie van oppositie en aanvallen op persvrijheid in Turkije.  ;0;2025-03-27T13:52:43.000Z
