Posts;Labels
"Op mijn eerste dag van mijn reis aan de Cariben hartelijk welkom geheten door premier Luc Mercelina van Sint Maarten. We spraken over de situatie op het eiland en de uitdagingen en kansen waar Sint Maarten mee te maken heeft.  
 
Daarbij ging het ook over hoe geopolitieke ontwikkelingen het eiland raken, bijvoorbeeld de hoge olieprijzen. Uiteraard stonden we ook stil bij de enorme gevolgen van orkaan Irma in 2017 op Sint Maarten en in hoeverre het eiland zich daarvan hersteld heeft.  
 
Een ander belangrijk onderwerp was de samenwerking binnen het Koninkrijk. De premier en ik zijn het erover eens dat dit moet zijn op basis van gelijkheid en respect en in het belang van onze landen en inwoners. Ik zie uit naar onze verdere samenwerking de komende jaren.";1
"Het kabinet hecht aan een goede en sterke samenwerking met het Caribisch deel van ons Koninkrijk.
 
Om dit kracht bij te zetten ben ik nu onderweg naar het land Sint Maarten, de bijzondere gemeenten van Nederland; Saba, Sint Eustatius en Bonaire, en vervolgens naar Aruba en Curaçao, eveneens Caribische landen binnen ons Koninkrijk. 
 
Ik heb er heel veel zin in!

Lees meer over deze reis via ";1
"Terugkijken: het inleidend statement van de wekelijkse persconferentie van premier Rob Jetten na de #ministerraad. 

Met aandacht voor aanvullende nationale maatregelen op het Europese migratiepact die het kabinet neemt, het onacceptabele geweld bij asielprotesten, de laffe daad van intimidatie bij het D66-partijkantoor en de situatie op het cruiseschip Hondius.";0
Een vuurwerkbom door de brievenbus van het partijbureau van D66. Een laffe daad van intimidatie. Voor wie denkt angst aan te kunnen jagen, heb ik een boodschap: wij laten ons in democratisch Nederland nooit het zwijgen opleggen door geweld. Veel dank aan politie en brandweer voor hun snelle optreden.;0
"Prettige kennismaking met president @Jaemyung_Lee van Zuid-Korea. Onze landen hebben een langlopende relatie, gebaseerd op gedeelde belangen op het gebied van veiligheid, industrie en hernieuwbare energie. 
 
De Russische oorlog tegen Oekraïne en de situatie in de Straat van Hormuz laten ons zien hoe belangrijk internationale samenwerking is om een vrije en veilige wereld te beschermen. Ik heb Nederlandse hulp aangeboden waar nodig om Zuid-Korea te ondersteunen in het onderzoek naar een aanval op een Zuid-Koreaans vrachtschip deze week.

Als landen met een sterke kennis in innovatiegedreven sectoren, zoals in de batterij- en halfgeleidersector, kunnen we veel van elkaar leren en met elkaar samenwerken. De Nederlandse expertise op het gebied van windenergie kan daarbij van groot belang zijn voor een verduurzamend Zuid-Korea. Wat mij betreft dan ook veel om op voort te bouwen.";1
"We mogen ons slavernijverleden nooit vergeten. Sterker nog, actief werken aan maatschappelijke bewustwording over het koloniale en slavernijverleden en de blijvende impact daarvan, is een prioriteit van dit kabinet.

Zorgen voor maatschappelijke beweging doe je echter niet alleen. Samen met @minister_bzk Pieter Heerma en @ministerBZ Tom Berendsen ging ik daarom vandaag in gesprek met drie organisaties die zich hier voor inzetten. Om te werken aan een toekomst waarin we dit samen kunnen doen. 

Het Herdenkingscomité Slavernijverleden, het Nationaal Instituut Nederlands Slavernijverleden en Erfenis en het Nationaal Slavernijmuseum werken ook onderling samen aan de missie van herdenken, begrijpen, doorgeven en helen. Dit krachtige signaal willen wij als kabinet ondersteunen. We hebben daarom vandaag gesproken over hoe wij elkaar kunnen versterken en samenwerken.

Erkenning van en bewustwording over het slavernijverleden is een lopend proces waarin wij allen een verantwoordelijkheid hebben. Met dit gesprek zetten we weer stappen om dat proces verder te helpen. Een komma, geen punt.";1
"Ethiopië en Nederland hebben een langdurig en hecht partnerschap op het gebied van handel, duurzame ontwikkeling en migratie. Daarom was het prettig om vandaag kennis te maken met premier @AbiyAhmedAli.

Dit jaar markeert een eeuw aan handel tussen onze landen. Nederland is de grootste export bestemming van Ethiopië en andersom is Nederland de grootste Europese investeerder in Ethiopië met ruim honderd Nederlandse bedrijven die daar actief zijn, onder andere in de landbouwsector. In de toekomst hopen we nog nauwer op te trekken, onder meer op het gebied van klimaatsamenwerking. Ik heb de premier dan ook veel succes gewenst met het organiseren van de klimaat COP in 2027.

Ook hebben we gesproken over de wereldwijde impact van de afsluiting van de Straat van Hormuz, en de invloed op onze beide landen.";1
"Bevrijdingsdag sluiten we traditiegetrouw af met het 5 mei-concert op de Amstel.

Een muzikale afsluiting van een feestelijke dag, en dat is geen toeval. Muziek verbindt mensen. En verbinding is wat we nodig hebben om onze vrijheid en vrede in stand te houden. Vrijheid en verbinding met elkaar.

📷: Ben Houdijk";1
"Op 5 mei vieren we onze vrijheid.

Die vrijheid is niet vanzelfsprekend en die moeten we koesteren. Vandaag doen we dat door te vieren dat we samen in vrijheid en vrede leven. 

Door een maaltijd te delen bij de Vrijheidslunches in het hele land en natuurlijk door te feesten op de Bevrijdingsfestivals, vieren we de vrijheid.  

Ik schoof zelf ook aan bij een Vrijheidslunch in Utrecht en heb vervolgens het Bevrijdingsvuur ontstoken waarmee alle Bevrijdingsfestivals officieel van start zijn gegaan.

Ik wens iedereen een feestelijke dag toe!";1
"De Nationale Herdenking op de Dam dwingt ons om stil te staan.

Om stil te staan bij hen die niet meer zijn. Die hun leven gaven voor onze vrijheid en vrede. De vrijheid en vrede die we misschien wel te vaak als vanzelfsprekend ervaren.

Het is een moment om stil te staan bij oorlogen die mensen van elkaar scheiden en hun vrijheid ontnemen.

We herdenken, omdat we dit nooit mogen vergeten en nooit vanzelfsprekend mogen gaan vinden. 
Daarom legde ik vanavond, namens de Rijksministerraad, een krans op de Dam.";1
"Op 4 mei herdenken we alle burgers en militairen die slachtoffer zijn geworden aan oorlogssituaties, in de Tweede Wereldoorlog en daarna.

Dat begon vandaag in de Tweede Kamer met een kranslegging bij de Erelijst van Gevallenen in de Statenpassage, samen met @ministerLJS Mirjam Sterk. Dit gedenkteken herinnert ons in de Kamer elke dag aan de militairen en verzetsstrijders die voor onze democratie gevallen zijn tijdens de Tweede Wereldoorlog.

Na de kranslegging nam ik deel aan de herdenking in Nieuwspoort, waar stil werd gestaan bij alle journalisten, drukkers, zetters en koeries van de ondergrondse pers die tijdens de Tweede Wereldoorlog voor de vrijheid van meningsuiting zijn gestorven, en alle journalisten die nog elke dag met gevaar voor eigen leven hun belangrijke werk doen.";1
"Het bekladden van het Nationaal Monument op de Dam is een idiote en volstrekt onacceptabele actie. Al helemaal vandaag, op 4 mei.

Laten we vandaag eensgezind zijn en samen met respect stilstaan.";0
"Heel veel respect voor de mannen en vrouwen van de brandweer, en die van andere betrokken hulpdiensten, die met man en macht proberen de branden in onze mooie natuurgebieden te stoppen. 

Wij kunnen ze helpen door alert te blijven en alles te doen om meer branden te voorkomen. Check: ";1
Heel Nederland kleurt Oranje: Koning Willem-Alexander wordt vandaag 59 jaar! Van harte gefeliciteerd! Ik wens hem en zijn gezin een hele mooie dag toe in Dokkum en ik wens heel Nederland een fijne en gezellige Koningsdag! ;1
"Schokkende gebeurtenis in Washington. Blij dat president Trump en andere aanwezigen op het Correspondents’ Dinner van het Witte Huis, ongedeerd zijn gebleven. 

In een democratie is geweld nooit de oplossing, verschil van mening los je op met woorden.";0
Terugkijken: het inleidend statement van viceminister-president Yeşilgöz-Zegerius tijdens de wekelijkse persconferentie na de #ministerraad. Met onder meer aandacht voor de situatie in het Midden-Oosten en de impact die het heeft op de energieprijzen, voor het verder bouwen aan een toekomstgerichte krijgsmacht en voor de aanpak van fatbikes om te zorgen voor meer veiligheid en minder overlast.;1
Kijk vanaf 13.45 uur de persconferentie van vicepremier Dilan Yeşilgöz-Zegerius na de ministerraad van 24 april 2026 live op X of via mijn YouTube-kanaal: ;1
"De wereld is onrustig. Oorlogen dichtbij, spanningen die oplopen. Juist dan is het belangrijk dat Europa samen optrekt en verantwoordelijkheid neemt. Daarom ben ik vandaag op Cyprus bij de informele raad met Europese collega’s. Om samen te werken aan oplossingen voor de grote vraagstukken van nu.

Gisteravond spraken we met president Zelensky over Oekraïne en de steun die nodig blijft voor de mensen die daar elke dag met deze oorlog leven.

We hebben het hier ook over het Midden-Oosten. Over hoe we via diplomatie de spanningen kunnen verminderen en stappen kunnen zetten richting vrede. Maar ook over iets heel concreets: dat hulp de mensen daar bereikt, mensen die het zo hard nodig hebben. Dat er weer perspectief komt. Een toekomst waarin mensen hun leven kunnen opbouwen.

En ondertussen voelen we de gevolgen van al die conflicten ook hier. Bij bedrijven, in de economie en uiteindelijk ook bij mensen thuis. Dan moet Europa er staan. Met maatregelen die nu helpen, maar die ook onze toekomst beschermen.

Daarom moeten we ook keuzes maken over de Europese begroting. Zodat we investeren in wat echt belangrijk is: veiligheid, samenwerking en een duurzame toekomst.

In zo’n tijd draait het uiteindelijk om verantwoordelijkheid nemen. Voor elkaar. Voor Europa. En voor de toekomst.";1
"Het definitief vrijgeven van het Europees steunpakket van €90 miljard voor Oekraïne is een hele belangrijke stap. Cruciaal voor de Oekraïnese strijd voor vrijheid en daarmee voor onze veiligheid. Ook verwelkomt Nederland de aanname van het twintigste sanctiepakket om de druk op Rusland hoog te houden.  

Vanmiddag reis ik af naar Cyprus waar we vanavond en morgen met mijn Europese collega’s verder spreken over onze steun aan Oekraïne. Ook zal het gaan over de situatie in het Midden-Oosten, de economische gevolgen van de hoge energieprijzen en over de Europese Meerjarenbegroting.";1
"Het definitief vrijgeven van het Europees steunpakket van €90 miljard voor Oekraïne is een hele belangrijke stap. Cruciaal voor de Oekraïnse strijd voor vrijheid en daarmee voor onze veiligheid. Ook verwelkomt Nederland de aanname van het twintigste sanctiepakket om de druk op Rusland hoog te houden.  

Vanmiddag reis ik af naar Cyprus waar we vanavond en morgen met mijn Europese collega’s verder spreken over onze steun aan Oekraïense. Ook zal het gaan over de situatie in het Midden-Oosten, de economische gevolgen van de hoge energieprijzen en over de Europese Meerjarenbegroting.";1
"Het definitief vrijgeven van het Europees steunpakket van €90 miljard voor Oekraïne is een hele belangrijke stap. Cruciaal voor de Oekraïnse strijd voor vrijheid en daarmee voor onze veiligheid. Ook verwelkomt Nederland de aanname van het twintigste sanctiepakket om de druk op Rusland hoog te houden.  

Vanmiddag reis ik af naar Cyprus waar we vanavond en morgen met mijn Europese collega’s verder spreken over onze steun aan Oekraïne. Ook zal het gaan over de situatie in het Midden-Oosten, de economische gevolgen van de hoge energieprijzen en over de Europese Meerjarenbegroting.";1
"Prettig kennisgemaakt met premier @ediramaal van Albanië. Zowel voor Nederland als de Europese Unie is de Albanië een belangrijke strategische partner op de Westelijke Balkan.

Onze economische relatie en samenwerking op het gebied van veiligheid is sterk. We spraken over de mogelijkheden om ons partnerschap verder uit te breiden, bijvoorbeeld op het gebied van infrastructuur en toerisme. 

Ook kwam het EU-toetredingsproces aan de orde waarbij Albanië belangrijke stappen zet om aan de criteria te voldoen. Ik zie ernaar uit om premier Rama te ontmoeten op de EU-Westelijke Balkan Top komende juni.";1
"De hoge energie- en brandstofprijzen raken ons allemaal. Vandaag gaan @MinisterEZK Heleen Herbert, @Minister_FIN Eelco Heinen, @MinisterKGG Stientje van Veldhoven, @MinisterSZW Hans Vijlbrief en ik in debat met de Tweede Kamer over de maatregelen die het kabinet voorstelt om mensen en bedrijven hiermee te helpen. 

Kijk vanaf 11:10 live mee via: ";1
"❓Er zijn weer heel veel vragen binnengekomen voor de nieuwe editie van de maandelijkse Q&A. Dank daarvoor. En veel van die vragen gaan over de situatie in het Midden-Oosten en de impact op onze economie en energieprijzen. Vandaag gaat het kabinet in debat met de Tweede Kamer over het maatregelenpakket dat we deze week hebben gepresenteerd.

Wil je de volledige Q&A-video met alle vragen en antwoorden zien? Ga dan naar mijn YouTube-kanaal: ";1
"Egypte is voor Nederland een belangrijke en strategische partner in het Midden-Oosten, zowel bilateraal als vanuit de EU. Eerder vandaag belde ik met president @AlsisiOfficial van Egypte over de ontwikkelingen in het Midden-Oosten en de samenwerking tussen onze landen en hoe we deze verder kunnen verdiepen. 
 
Ik sprak mijn waardering uit voor de bemiddelende rol die Egypte speelt in de regio, zowel met betrekking tot de situatie in Gaza als de vredesbesprekingen tussen Iran en VS. Ik heb de president in het bijzonder bedankt voor het belangrijke aandeel van Egypte in de medische evacuaties uit Gaza. Ik ben blij dat Nederland hier via de WHO twee miljoen euro aan heeft kunnen bijdragen. 

Ook stonden we stil bij het geweld in Soedan en bespraken we de inspanningen van Egypte 
om de strijdende partijen daar tot een vredesakkoord te laten komen. En hoe Nederland en andere Europese landen daar aan kunnen bijdragen. 
 
Nederland is de vierde EU-handelspartner van Egypte. We bespraken de mogelijkheden die er voor het Nederlandse bedrijfsleven in Egypte liggen op het gebied van duurzame energie, voedselzekerheid en de tuin- en landbouw om zo onze samenwerking te versterken.";1
"🇦🇺🇳🇱De band tussen Nederland en Australië is hecht en historisch diep geworteld, ondanks de grote afstand tussen onze landen. Zo wonen er in Australië honderdduizenden mensen met een Nederlandse achtergrond. Zojuist had ik een hartelijk gesprek met de Australische premier Anthony Albanese (@AlboMP).

We spraken over het belang van het uitbreiden van onze samenwerking in deze onrustige wereld, onder meer op het gebied van handel tussen Australië en de EU. Ook ging het over de negatieve gevolgen van klimaatverandering, waarvan Australië en de omliggende landen steeds meer hinder ondervinden.

Uiteraard kwam ook de onrust in het Midden-Oosten aan de orde en de gevolgen die dat heeft op de rest van de wereld, bijvoorbeeld door hoge brandstofprijzen. Tot slot heb ik premier Albanese bedankt voor hun steun aan Oekraïne in de strijd tegen de Russische agressie.";1
"Vrije doorvaart door de Straat van Hormuz kan en mag op geen enkele manier belemmerd worden. De impact van de huidige situatie wordt wereldwijd gevoeld, ook bij ons in Nederland. Vanmiddag sprak ik met leiders van 50 landen in een videoconferentie om te bespreken hoe we gezamenlijk kunnen bijdragen aan een oplossing.

Dit begint met druk op Iran om het principe van vrije doorvaart te respecteren. Daarnaast behoort een militaire missie om de Straat van Hormuz te beveiligen zodra de vijandelijkheden zijn beëindigd tot de mogelijkheden. Nederland onderzoekt dat en we werken met bondgenoten aan de militaire planning daarvoor. 

Ook na het aangekondigde staakt-het-vuren zijn er nog veel onzekerheden en de ontwikkelingen volgen zich in hoog tempo op. Daarom werken we verschillende scenario’s uit. Eén ding is duidelijk: scheepvaart moet altijd en onbelemmerd door de Straat van Hormuz kunnen.";1
Terugkijken: het inleidend statement van de wekelijkse persconferentie van premier Rob Jetten na de #ministerraad. Met aandacht voor een internationale videoconferentie over een eventuele missie in de Straat van Hormuz en acties die het kabinet wil ondernemen voor de weerbaarheid tegen de energieschok, en ministerraadsbesluiten over onder meer het verhogen van het minimumjeugdloon en de aanpak van leegstand.;1
Kijk de persconferentie na de #ministerraad live op X of via mijn YouTube-kanaal: ;1
"In een enorm onrustige wereld, is de rol van multilaterale organisaties als de Verenigde Naties (@UN) van grote waarde. De VN doet belangrijk werk op het gebied van internationale vrede, veiligheid en mensenrechten, vaak onder moeilijke omstandigheden.

Vanochtend ontving ik secretaris-generaal @antonioguterres op het ministerie van Algemene Zaken en schoof hij aan bij de ministerraad om te spreken over de VN en ontwikkelingen in het Midden-Oosten. Zo spraken we over de situatie in de Straat van Hormuz, die wereldwijd grote impact heeft. Daarnaast is het herstel in Gaza en de situatie op de Westelijke Jordaanoever een prioriteit van de VN. Daarvoor zet het een nieuw ‘Horizon Fund’ op. Ik heb de SG gemeld dat Nederland daar €5 miljoen aan zal bijdragen.";1
"Na de Four Freedom Awards ceremonie vervolgde ik mijn gesprekken met president Zelensky. Uiteraard over de stand van zaken in de oorlog met Rusland. Een strijd die we niet uit het oog mogen verliezen. Ook niet nu de ontwikkelingen in het Midden-Oosten onze aandacht opeisen. Oekraïne kan op ons rekenen. Dat betekent dat we door middel van sancties de druk op Poetin hoog houden en hem proberen aan de onderhandelingstafel te dwingen.  

We blijven inzetten op een duurzame en rechtvaardige vrede voor Oekraïne, hoe ver weg die nu ook lijkt. Want we kunnen vaststellen dat Poetin de afgelopen maanden geen enkele stap in de goede richting heeft gezet. We moeten dus ook realistisch zijn. En dat vraagt van alle bondgenoten dat we doen wat nodig is om Oekraïne te steunen in de strijd.";1
"Nederland blijft Oekraïne steunen. Daarbij zetten we vol in op samenwerking met de Oekraïense defensie-industrie. Onder meer door de aankoop van drones bij Oekraïense bedrijven, maar ook door de coproductie van Oekraïense drones door Nederlandse bedrijven. Om deze verdieping van onze samenwerking kracht bij te zetten ondertekenden president Zelensky en ik vandaag een intentieverklaring. 

De komende tijd investeren we voor 248 miljoen euro in droneproductie in Nederland. En ik ben blij dat vandaag het eerste gezamenlijke project voor de productie van drones van start is gegaan met de ondertekening van een samenwerkingsovereenkomst door de bedrijven VDL en Greentech-Harvest.  

Hiermee versterken we tegelijkertijd de productiecapaciteit en het innovatievermogen van de Nederlandse industrie, een cruciaal onderdeel van de uitbreiding van onze Europese defensiekracht.";1
"Namens gewone mannen, vrouwen en kinderen, die van de ene op de andere dag een nieuwe werkelijkheid intuimelden waar ze niet voor kozen. 

Namens kinderen die in een schuilkelder naar school gaan. 

Namens vrouwen die hun gezin en het land draaiend houden door te werken in fabrieken.

En namens mannen die vanuit een baan met pak en stropdas, ineens in een camouflagepak hun grondgebied moeten verdedigen. Meter voor meter. 

En die dat doen, omdat zij weten en voelen, dat iedere vierkante centimeter niet alleen uit Oekraïense aarde, maar ook uit Oekraïense waardigheid bestaat. Dat is wat zij verdedigen.

President @ZelenskyyUa, deze award is voor Oekraïne. Voor jou als president. En voor alle mensen in Oekraïne.

Mijn hele toespraak is terug te lezen via ";1
"De Nederlandse maakindustrie is een van de grootste bedrijfstakken in ons land. Door op een duurzame manier te produceren, te innoveren en samen met onderwijsinstellingen talent op te leiden, vormen dit soort bedrijven een belangrijke motor van onze economie.

Vandaag was ik te gast bij Abuco en HGG, twee ondernemingen in de staalverwerkingsindustrie. Hoewel veel mensen deze bedrijven misschien niet direct zullen kennen, dragen zij in sterke mate bij aan onze welvaart. Tijdens het bezoek sprak ik met studenten en medewerkers van de bedrijven en kreeg zo een indrukwekkende inkijk in de ontwikkeling van de regionale maakindustrie naar hightech engineering en internationale machinebouw. 

Natuurlijk zijn er ook uitdagingen. Krapte op de arbeidsmarkt, internationale concurrentie en geopolitieke ontwikkelingen leggen druk op deze industrie. Dit inspirerende bezoek laat zien waarom het van belang is om voor deze industrie te ondersteunen. Zo bouwen we samen aan een toekomstbestendige Nederlandse maakindustrie.";1
"Eervol om @MariaCorinaYA te ontvangen, de winnares voor de Nobelprijs voor de Vrede. Haar jarenlange vreedzame inzet voor een vrij en democratisch Venezuela verdient respect en waardering. 

We hebben gesproken over de ontwikkelingen in Venezuela en het belang van blijvende internationale steun voor vrijheid en democratie.";1
"🇳🇱🇬🇧 In deze tijden van geopolitieke turbulentie geeft het vertrouwen dat wij in het Verenigd Koninkrijk een partner en vriend hebben – onze goede North Sea Neighbour. Zo bleek ook vandaag weer tijdens mijn bezoek aan premier @Keir_Starmer in Londen.
 
Vanzelfsprekend hebben we gesproken over de broze situatie in en rond Iran. Ik heb mijn waardering uitgesproken voor het initiatief van het VK om samen met Nederland en andere bondgenoten bij te dragen aan een open Straat van Hormuz. Afsluiting van de zeestraat heeft wereldwijd grote economische impact. Daarnaast verliezen we de oorlog in Oekraïne niet uit het oog en kan het land op ons blijven rekenen.
 
Premier Starmer en ik sloten vandaag ook aan bij een rondetafelgesprek tussen energiebedrijven uit onze beide landen, met als focus de huidige energiecrisis die grote impact heeft op huishoudens en bedrijven. Ondertussen moeten we blijven inzetten op oplossingen voor de lange termijn, om energie betaalbaar te houden en toe te werken naar een klimaatneutrale toekomst.";1
"Samen met Koning Willem-Alexander en Koningin Máxima (@koninklijkhuis) bezocht ik vanavond president @realDonaldTrump en First Lady Melania Trump in het Witte Huis.
 
Ons bezoek stond in het teken van de speciale en diepgewortelde banden tussen de Verenigde Staten en Nederland. We spraken over onze sterke handelsrelatie en onze samenwerking op gebied van veiligheid, onder meer binnen het NAVO-bondgenootschap.
 
Vanzelfsprekend hebben wij uitgebreid stilgestaan bij de recente ontwikkelingen in en rond Iran. Het is zaak dat er nu wordt gewerkt aan een duurzame oplossing en nieuwe escalatie wordt voorkomen. Ook de aanhoudende Russische agressie in Oekraïne was een belangrijk onderwerp van gesprek.
 
🇳🇱🇺🇸";1
"🇳🇱🇺🇸 Op Capitol Hill sprak ik met Democratische en Republikeinse Senatoren die samen de werkgroep voor trans-Atlantische betrekkingen vormen. In deze tijd met veel internationale spanningen is een sterke Amerikaans-Europese relatie van groot belang, ook als we het niet overal over eens zijn.
 
Goed om met de Senatoren te spreken over ons partnerschap, samenwerking binnen de NAVO, handel en de oorlogen in het Midden-Oosten en Oekraïne.";1
"In aanloop naar het bezoek aan het Witte Huis van vanavond, legde ik een krans bij het Graf van de Onbekende Soldaat en bezocht ik de graven van vier Nederlandse mariniers op Arlington National Cemetery. Op deze indrukwekkende militaire begraafplaats liggen meer dan 400.000 Amerikaanse veteranen en hun familieleden begraven.
 
Hier rusten onder meer soldaten die hun leven hebben gegeven om Europa te bevrijden in de Tweede Wereldoorlog. Ook het graf van George C. Marshall is hier. Hij was de man achter de Marshallhulp die Europa hielp in de wederopbouw na de oorlog.
 
Dit is slechts één voorbeeld van hoe cruciaal de banden met de VS zijn voor onze welvaart en veiligheid. Zowel voor Nederland als voor Europa.
 
🇳🇱🇺🇸";1
Het Hongaarse volk heeft gesproken. Dit markeert een nieuwe stap voor Hongarije en de EU, met hoop op herstel van de democratie, rechtsstaat en Europese samenwerking. Mijn felicitaties aan @magyarpeterMP met zijn historische verkiezingsoverwinning.;1
Het Hongaarse volk heeft gesproken. Dit markeert een nieuwe stap voor Hongarije en de EU, met hoop op herstel van de democratie, rechtsstaat en Europese samenwerking. Mijn felicitaties voor @magyarpeterMP met zijn historische verkiezingsoverwinning.;1
"Met het overlijden van Sonja Barend, de koningin van de talkshow, verliezen we een grootheid uit de Nederlandse televisiegeschiedenis. Generaties groeiden op met haar “Morgen gezond weer op.” 

Warm, kritisch en professioneel zette zij met haar messcherpe interviews de standaard voor iedereen die na haar kwam. Niet voor niets wordt het beste tv-interview jaarlijks beloond met de Sonja Barend Award.

Mijn gedachten gaan uit naar haar naasten in deze verdrietige tijd.";1
Terugkijken: het inleidend statement van de wekelijkse persconferentie van viceminister-president Yeşilgöz-Zegerius (@DefensieMin) na de #ministerraad. Met aandacht voor de Strategie Bestrijding Antisemitisme, de situatie in en rond Iran en over het in kaart brengen van eventuele militaire inzet om bij te dragen aan een vrije doorvaart in de Straat van Hormuz.;1
Kijk vanaf 13.45 uur de persconferentie van vicepremier Dilan Yeşilgöz-Zegerius na de ministerraad van 10 april 2026 live op X of via mijn YouTube-kanaal ;1
"De band tussen Nederland en Estland is uitstekend. Het land aan de Oostgrens van Europa is zowel bilateraal als in EU en NAVO-verband een belangrijke partner als het gaat om democratische waarden en de Europese veiligheid. Het was daarom een genoegen om de president van Estland @AlarKaris, te ontvangen in Den Haag.

De dreiging vanuit Rusland is dagelijks voelbaar in Estland. We spraken over de noodzaak van steun aan Oekraine en het hoog houden van de druk op Rusland. Ik heb de blijvende betrokkenheid van Nederland onderstreept als het gaat om de bescherming van de Oostflank van Europa. 

Op het terrein van digitalisering is Estland een voorbeeld voor Nederland, ook op dat onderwerp blijven we nauw samenwerken.";1
"Fáilte chroíúil romhat, a Taoiseach @MichealMartinTD! 🇮🇪🤝🇳🇱

De banden tussen Nederland en Ierland zijn uitstekend. Onze vriendschap gaat ver terug en zeker in internationaal onrustige tijden als deze moeten we dat koesteren. We werken nauw samen in Europa, onder meer op thema's als concurrentievermogen, energie en veiligheid. Ierland is vanaf juli bovendien voorzitter van de EU. Goed om hier vanavond op het Catshuis over te spreken met premier Martin. Ook spraken we uiteraard over de laatste ontwikkelingen in het Midden-Oosten en over onze steun aan Oekraïne.";1
"De hulpverleners van het @RodeKruis en de Rode Halve Maan doen hun belangrijke werk over de hele wereld, vaak onder de moeilijkste omstandigheden. Zo staan ze na natuurrampen en in conflictgebieden altijd klaar om levens te redden, zelfs als dat grote risico’s voor hun eigen veiligheid met zich meebrengt.

Vanmiddag ontving ik een vertegenwoordiging van het Nederlandse Rode Kruis. We spraken over de humanitaire situatie in verschillende gebieden waar de organisatie hulp levert, zoals in het Midden-Oosten (Gaza, Libanon en Iran) en in Soedan.  Namens het kabinet heb ik benadrukt dat Nederland zich onvoorwaardelijk inzet voor de veiligheid van hulpverleners. Zeker in deze tijd waarin hulpverleners in verschillende regio’s slachtoffer zijn geworden van geweld. 

Maar ook in Nederland doet de organisatie goed werk. Zo hebben ze een actieve rol in het kader van crisisbeheersing en het versterken van de weerbaarheid in Nederland. Bijvoorbeeld door via publieksvoorlichting mensen voor te bereiden op noodsituaties en door constructief mee te denken over het weerbaarder maken van de samenleving. Ik heb het Nederlandse Rode Kruis in ons gesprek enorm bedankt voor hun onvermoeibare inzet.";1
"Gezamenlijk statement van president Macron, premier Meloni, bondskanselier Merz, premier Starmer, premier Carney, premier Frederiksen, premier Jetten, premier Sanchez, voorzitter van de Europese Commissie Von der Leyen, voorzitter van de Europese Raad Costa over het staakt-het-vuren tussen de Verenigde Staten en Iran.

Ons volledige statement ⬇️
";1
"Het versterken van de banden met het Caribisch deel van ons Koninkrijk is belangrijk voor het kabinet. Zo werken we met de landen Aruba, Curaçao en Sint Maarten nauw samen op het gebied van goed bestuur, veiligheid, economie en verduurzaming.

Vanochtend sprak ik hierover tijdens mijn kennismaking met gouverneur Ajamu Baly van Sint Maarten. Binnenkort zal ik het Caribisch deel van het Koninkrijk bezoeken en ik zie ernaar uit dan onze gesprekken voort te zetten.";1
"In onze eerste week ging het kabinet met de Tweede Kamer in debat over de regeringsverklaring. Vandaag voeren we dit debat met de Eerste Kamer. Vicepremiers @DefensieMin Dilan Yeşilgöz-Zegerius en @MinisterAenM Bart van den Brink, @Minister_FIN Eelco Heinen en ik vertegenwoordigen het kabinet in de Kamer.

Kijk vanaf 9.30 uur live mee via: ";1
"De Matthäus Passion vertelt een verhaal over lijden, wanhoop en beproeving. Tijdens de uitvoering in de Nieuwe Kerk in Delft was dat bijna voelbaar aanwezig. Een moment van overdenking en bezinning. 
 
De Matthäus Passion is ook de opmaat naar het Paasweekend. Een feest waar veel Nederlanders elkaar opzoeken; om samen de opstanding van Jezus te vieren, om gezellig samen te zijn met familie of vrienden. 

Ik wens iedereen een vrolijk Paasweekend!";1
"Goed gezelschap: vanavond de premier van Luxemburg @lucfrieden te gast. Nuttige discussies over de geopolitieke situatie, economische samenwerking en de rol van Benelux binnen Europa. 

Ik kijk uit naar voortzetting van onze vriendschap! 🇱🇺🇳🇱 ";1
"Terugkijken: het inleidend statement van de wekelijkse persconferentie van premier Rob Jetten na de #ministerraad. 

Met aandacht voor de oorlog in het Midden-Oosten en de verlenging van de inzet van het Nederlands marineschip de Ms. Evertsen. Ook blikte ik terug op mijn bezoek aan de Agrarische Hogeschool en het MBO in Dronten waar de boeren van morgen worden opgeleid.";1
Kijk vanaf 14.00 uur de persconferentie na de #ministerraad live op X of via mijn YouTube-kanaal: ;1
"Vandaag heb ik met president Aoun @LBpresidency van Libanon gesproken. We hebben het conflict tussen Israël en Hezbollah besproken en de ernstige gevolgen daarvan voor het Libanese volk. 
Hezbollah moet zijn activiteiten onmiddellijk staken en ontwapenen, en Israël moet verdere escalatie van het conflict voorkomen. 

Alle partijen moeten zich houden aan het internationaal recht. Ik heb het belang benadrukt van de-escalatie en directe diplomatieke gesprekken tussen Libanon en Israël, die kunnen bijdragen aan een duurzame oplossing voor dit conflict. 

Nederland steunt de inspanningen van de Libanese regering om de volledige controle over het Libanese grondgebied te herstellen. Daarom heb ik namens Nederland 13,5 miljoen euro aan humanitaire hulp en steun aan de Libanese strijdkrachten aangekondigd.";1
