Posts;Labels
@baspaternotte Het zat in ieder geval niet in  de beslisnota: ;0
Scherp van @ajflach! En eens natuurlijk. #moeder ;1
@mboudry Mijn arme alma mater….;0
Wat een topvrouw! Twee topvrouwen! 🇳🇱🥇🇳🇱🥈🇳🇱 ;1
Ook zo’n zin in weekend? 😁 ;1
Op 21 februari jl. stelde ik hier schriftelijke vragen over. Wat is er nodig om overlastgevend asielzoekers aan te kunnen pakken zonder dat ze vervolgens duizenden euro’s in hun zak kunnen stoppen? ;0
Bouwen van huizen in dit recreatief natuurgebied is zo lang ik weet een onbegaanbare weg geweest. Nu kan het opeens wel? ;0
Kunst in het Kamergebouw. Titel: ‘Het kan altijd erger.’ 😅 #teluwzegeningen ;0
"Serieus @nrc ? Een saaie en technische wetgevingskwestie? 
Dit debat ging over de vraag of werkende Oekraïeners die in Nederland opgevangen worden mee moeten gaan betalen aan voorzieningen zoals wonen en zorg. Deze voorzieningen worden nu namelijk bijna overal gratis verstrekt. Dit moet anders. ";0
@Winnyvdvelden @ADnl In het wetsvoorstel zit een artikel opgenomen die uitwisseling van de benodigde gegevens tussen UWV en gemeente regelt.;1
"Serieus @nrc ? Een saaie en technische wetgevingskwestie? 
Dit debat ging over de vraag of werkende Oekraïeners die in Nederland opgevangen worden mee moeten gaan betalen aan voorzieningen zoals wonen en zorg. Deze voorzieningen worden nu namelijk bijna overal gratis verstrekt. Dit moet anders.";0
@Denkjewel En dan die “witte blik”…. Dat is vast geen racisme. Het ergste is dat je dit soort berichten moet blijven lezen om te zien en te begrijpen wat er gebeurt.;0
⬇️ ;1
“BBB ziet de grote problemen van de boeren en burgers in Nederland. Wij zijn vastberaden om op constructieve wijze bij te dragen aan het oplossen daarvan.” Lees hier ;1
Emailbom leidt tot 1655 e-mails…. Na opschonen resteren er 1080…. #makkie 😊 ;1
@Amphybrach @BoerBurgerB Het verspreiden van des- dan wel misinformatie door een (former) presentator van Radio Netherlands Wereldomroep waar valt dat onder? Misschien is het een idee mijn inbreng terug te luisteren?;0
@Groenrechts6 @YannickLammers @lientje1967 @claudiavz Heren, heren, heren toch…. @JohanFretz had een goed verhaal bij de herdenking #Februaristaking namelijk probeer eens te praten met elkaar en aansluiting te vinden bij wat de ander beweegt cq belangrijk vindt. Dan komen jullie misschien verder dan deze bozigheid.;0
@Zurhake Mona weet het een en ander over woningbouw en volkshuisvesting. Maar daar wat over zeggen zou opgevat kunnen worden als womansplainen. Mijn tweet ging ook over iets anders, namelijk de voorrang die in bijna alle gemeenten aan statushouders gegeven wordt en de vanzelfsprekendheid daarvan.;0
@shrunk015 @Meisje_Nice Dat is zo.;1
Hoe werkt zoiets nou? Aan de ene kant maak je je zorgen over een ‘nieuw soort preutsheid’ en andere kant werk je mee aan de agenda van islamitische organisaties die een vrouw pas zedig en goed vinden wanneer ze haar hoofd en haar bedekt en die dat voorschrift proberen in te voeren bij vertegenwoordigers van het ‘geweldsmonopolie’ van de overheid.;0
@harmbeertema Wanneer je denkt dat het niet gekker kan…. Verrassing! 🤯;0
"Wie gaat statushouders vertellen dat alle starters in NL lang wachten op een betaalbare woning? Dat veel twintigers en zelfs dertigers een woning delen (of nog bij hun ouders wonen). En dat gemeenten helemaal niet verplicht zijn om een zelfstandige, sociale huurwoning te verstrekken. 
";0
@koemanpeter @rixtmeines Wat is hier stemmingmakerij aan?;0
@Oscarvanstrijp Dat klinkt al anders. Niet meer een totale diskwalificatie maar ‘te weinig empathie getuigen’ in een tweet. Dan gaan we elkaar misschien vinden.  Al was het alleen maar in de constatering dat we het oneens zijn over keuzes. En dat we elkaar gaan vinden, is hard nodig.;0
@Oscarvanstrijp En nu? Of heeft u het probleem inmiddels opgelost? Dan houd ik mij aanbevolen. 🙏🏼;1
Wanneer goede bedoelingen gepaard gaan met naïviteit dan krijg je dit. Volgende week wordt de Tijdelijke wet opvang ontheemden Oekraïne in de Tweede Kamer besproken. Die zal aangepast moeten worden want dit houdt zo geen stand. ;0
Wanneer goede bedoelingen gepaard gaan met naïviteit dan krijg je dit. Volgende week wordt de Tijdelijke wet opvang ontheemden Oekraïne in de Tweede Kamer besproken. Die zal aangepast moeten worden want dit houd zo geen stand. ;0
"Na ruim een dag verdachtmakingen, etiketten plakken en signaalwoorden had ik van o.a. een professor International Affairs toch meer verwacht. Helaas: geen woord over het opzeggen van religieuze teksten (die en passant jodenhaat verheerlijken) in een parlement in een Europese stad.
Maar ja, dat wordt in die denkwereld al gauw islamofoob. Waar stopt deze intellectuele armoede? 🙏🏼";0
🥇🇳🇱💪🏻 ;1
@emielvdv @NikoPronk Je hoeft het toch niet met iemands levenswijze eens te zijn om te vinden dat hij iets interessants geschreven heeft?;1
Houellebecq beschreef jaren geleden al hoe dat gaat in Soumission. Nederlands: Onderworpen. Lees dat boek! Stapje voor stapje verliezen we wat na veel strijd en discussie vanzelfsprekend is geworden: onze vrije, liberale samenleving. ;0
Heel veel succes, @sandersmitwzn 🍀🍀🍀🍀#ikstemBBB ;1
@Daltonhennie @WiltrudeTvdB Ik ken burgemeester Halsema en ik vind dat deze kwalificatie niet klopt. Dat laat onverlet dat ik het zeer oneens ben met de weg die Amsterdam en andere grote steden nu opgaan. Keyvan Shahbazi verwoordde dat naar mijn mening treffend.;0
Dit. ⬇️ #keyvanshahbazi ;1
Wat een verdriet. Wat een verlies. #navalny ;1
"De onderdelen Volkshuisvesting, Bouwen en Ruimtelijke Ordening vallen m.i.v. deze week ook onder mijn woordvoerderschap @MinBZK voor de fractie @BoerBurgerB in de Tweede Kamer. 
De woningnood vraagt om rigoureus snoeien in wetten en regels, aantrekkelijk investeringsklimaat en om doorzettingsmacht.";1
@MarxoftNl @DIJK251055 #doeslief ❤️;1
Een goed begin van de week. #goedzicht 🙂 ;1
Terechte waarschuwing van  hulpverlener Nachman Dykstejn tegen moslimextremisme en terrorisme. ;1
@DooremaRuud @Mirjam152 @lientje1967 De cijfers komen uit dit rapport van Vluchtelingenwerk Nederland. @VluchtelingWerk  ;0
"@Bert0210 @Mirjam152 @lientje1967 U zou ook eerst kunnen klikken op het krantenartikel dat bij mijn bericht zat. Voor de volledigheid het rapport waar dat artikel over gaat -&gt;  ";0
@DinantvdBelt @Mirjam152 @lientje1967 Misschien eerst even kijken waar zij zich op baseert voordat je oordeelt?;0
"De werkweek afsluiten met een lach. Dank, @RVinkenborg 😁 
Goed weekend allemaal. 🐴 ";1
"De werkweek afsluiten met een lach. Dank, @RVinkenborg 😁 
Goed weekend allemaal! 🐴 ";1
"Dank, @mirjam152 Ik ga het kabinet vragen of deze cijfers kloppen. Zeker met het bericht van vandaag -&gt; ";1
Vandaag Kamervragen gesteld. Als COA zo omgaat met belastinggeld, is het op meerdere niveaus onuitstaanbaar. “COA doet huisraad weg, tot verbazing buurt in Holten.” ;0
De Speld is er niks bij…. 🙄 ;0
Dit is wel naïef van een nieuw, hoger niveau. En dan over een jaar of twee weer verbaasd zijn wanneer er nieuwe asielzoekerscentra of flexwoningen voor ontheemden bij moeten. De gemeentebestuurders kunnen nu wel naar Den Haag wijzen. Want ja, zij voeren ook maar de Spreidingswet uit. Waar ze bijna om gesmeekt hebben. Maar dat is snel vergeten.;0
"We zullen erover in gesprek moeten. Oekraïne stelt zelf de vraag ook. 
NL zal grenzen moeten stellen om te voorkomen dat we in 2050 met 23 miljoen inwoners zijn. ";0
Ik ben verbaasd dat burgemeester Wienen verbaasd is. #asielzoekers #spreidingswet ;0
Goed gesprek over hoe de hedendaagse identiteitspolitiek de bijl aan de wortel van vreedzaam samenleven is. En waarom samen ‘God save the King’ zingen in een multiculturele samenleving verstandig is. Hou vol, @Miss_Snuffy 👌 ;1
@tonfvandijk Ontluisterend. En velen van hen kijken   desalniettemin neer op burgers die andere meningen hebben over de samenleving dan zij. Die morele verontwaardigingstoren kan nu zeker verlaten worden.;0
Omroepen en de NPO zijn onvoldoende professioneel en doortastend omgegaan met signalen van grensoverschrijdend gedrag. ;0
“Kiezen voor meer mensen in Nederland, betekent ook kiezen voor minder ruimte voor andere belangen zoals bijvoorbeeld natuur.” Ware woorden. #drinkwater ;0
"“Steeds meer Oekraïense mannen komen naar Nederland om hier te werken: ze worden geholpen als vluchteling, maar zijn eigenlijk arbeidsmigrant” - EenVandaag
Vandaar mijn pleidooi om de huidige regeling voor gratis huisvesting te veranderen. ";0
De geweldige @mellmusictwit gewoon op @pinkpopfest weet je. En waar lees je dat? In onze onvolprezen @NieuwVolendam #groosk ;1
Digitale mogelijkheden dienen meestal het gemak. De overheid en bedrijven treden daarmee echter ook steeds dieper de privésfeer binnen. Op het moment dat blijkt dat de woorden “ik heb niets te verbergen” onterecht zijn  en de gevolgen zichtbaar worden, is het te laat. Dank, @DannyMekic voor het treffend beschrijven daarvan. 👌;1
@Denkjewel Zwichten voor tirannen. De vraag is welk van de twee verklaringen erger is.;0
@knipoog72 Misschien de bestaande bedrijven en hun medewerkers die nu onvoldoende bouwprojecten hebben en dus te weinig huizen kunnen bouwen omdat er te weinig locaties aangewezen? Ik zou het artikel even aanklikken. Daar staat het in.;0
"Nationaal noodplan woningbouw dus. 
De “heilige huisjes” in wet- en regelgeving vergaand overboord. Rijksoverheid die snel locaties aanwijst. (Waar zijn de ‘woondeals’ gebleven?) Natuurlijk ook de migratie drastisch naar beneden. En wat er verder nog nodig is.  #wooncrisis ";1
"@BartNijman Ook goedemorgen ☀️
Foto van Gerie Bond ";1
“Wat hebben we van de diverse, anders zo luidruchtige vrouwenbewegingen gehoord na de aanval op Joden op 7 oktober 2023, toen er op grote schaal en met extreem geweld is verkracht?” @LiesbethWytzes ;0
@KeesBrussen Inwoneraantal en SES-WOA score.;0
Goedenavond! Voor cijfers over arbeidsparticipatie van statushouders (lager dan die van autochtone bevolking) cq hogere bijstandsafhankelijkheid zou ik even bij @statistiekcbs gaan buurten. @demo_demo_nl zet ook nog wel eens een en ander onder elkaar. De regels voor gezinshereniging zijn ruimer dan elders.;1
"Vandaag stemt de Eerste Kamer over de Spreidingswet. Volgende stap van het kabinet is vaststellen hoeveel asielzoekers elke provincie moet huisvesten. Dan kan je uitrekenen hoeveel nieuwe AZC’s erbij moeten in Nederland. 85% van deze asielzoekers krijgt een verblijfsvergunning. Daarna gezinshereniging en doorstroom naar sociale huurwoningen. Die zijn er beperkt waardoor ook de nieuwe AZC’s op enig moment vol zijn en er nieuwe bij moeten. Steeds duidelijker is hoe onhoudbaar de instroom en het huidige asielsysteem is. 
";0
@BrendaStoter Leest dat boek! ;1
De @BoerBurgerB heeft een voorkeur voor een NPO die zich meer moet gaan toeleggen op onafhankelijk nieuws en mooie culturele programma's, waarbij er nadrukkelijk aandacht moet zijn voor regionaal nieuws en regionale cultuur. ;1
Mooi pleidooi vanuit het hart van de zorg door @ArmandGirbes Beknibbel niet op zorgkwaliteit, maar op bureaucratie bv de vele, dure visitaties en cursussen. ;1
Passend bij het rapport van de #staatscommissie op het onderdeel asielmigratie sloot ik de dag af met een boeiende bijeenkomst met @COA_NL @IND_NL @DTenV én de makers van de docu De wereld in Ter Apel. Woensdagavond is aflevering 2 op tv te zien. ;1
Het rapport van de #staatscommissie is een dik boek geworden waar alles te lezen is. Demografische modellen, ontwikkelingen, effecten, sturingsmogelijkheden. Lezen kan je het hier: ;1
Wanneer je Nederlanders vraagt wat ze vinden van bevolkingsgroei geeft al jaren de overgrote meerderheid aan dat ze minder inwoners willen dan wel de bestaande aantallen handhaven. #staatscommissie 3/5 ;0
De verwachte groei van de bevolking heeft direct verband met migratie. #staatscommissie 2/5 ;1
Vandaag kwam het langverwachte rapport van de #staatscommissie over de verwachte omvang van de NL’se bevolking. Het rapport heet Gematigde groei. Dat is ook het advies aan de politiek waarmee wordt bedoeld te sturen op maar liefst 19 tot 20 miljoen mensen in 2050. 1/5 ;1
"Dinsdagmiddag as 16 januari het debat over de onderwijsbegroting. Ter inspiratie deze podcast van @De_NieuweWereld -&gt; ";1
"Tegen de stroom in. Mooi. 
Succes @tonfvandijk en @EsthervanFenema Een nieuwe voor op mijn podcastlijstje tijdens de dagelijkse  #10000stappen ";1
@KeesGrouts @BroFozlover @martindogger Film gezien. Aangrijpend. Springende punt is de doorgeschoten flexibilisering van arbeidsrelaties doordat deze omgezet zijn naar schijnondernemerschap met te lage vergoedingen. Dat aanpakken én fiscaal zorgen dat (meer) werken weer gaat lonen.;1
@MiesBee Dat roodkapjemandje is minstens zo erg. 😏;1
Mooie nieuwjaarscolumn van @nausicaamarbe  waarin een pleidooi te vinden is voor vrijheid van burgers om eigen keuzes te maken en weg te blijven van betutteling en ideologisch neerkijken. ;1
@martindogger Uiteraard heb ik het artikel gelezen. De nadruk op ‘verdelen’ is de mijne trouwens niet. Burgers zouden voldoende geld moeten overhouden van werken om eigen keuzes te kunnen maken en betalen.;0
@Esther_Voet ;1
@jitskekramer @lientje1967 We zullen op gelijkwaardig niveau met elkaar in gesprek moeten over de toekomst. De ‘definitiemacht’ ligt in een democratie nooit bij een beperkte groep.;1
Mijn punt van zorg is dat het lijkt alsof u niet begrijpt dat uw woorden over homo sapiens die graag in groepjes zitten ook voor u geldt. Dat in de perceptie van veel mensen de ‘definitiemacht’ decennialang voorbehouden is geweest aan de bubbel van hoogopgeleide en progressief stemmende Nederlanders.;0
Er is blijkbaar geen einde aan de totalitaire neigingen van aanhangers van ingrijpend klimaatbeleid. Hieronder een pleidooi voor een groene oorlogseconomie die haaks staat op democratie, rechtsstaat en verschillende grondrechten. ;0
Kabinet maakt vertrouwelijke afspraken met Amsterdam waardoor kleinere gemeenten in het nadeel zijn én loopt daarbij vooruit op wetgeving. #spreidingswet #statushouders #socialehuur #wachtlijsten  #kamervragen ⬇️ ;0
Een gezond en voorspoedig nieuwjaar! We gaan er wat moois van maken. Doe je mee? 🙏🏼 ;1
„Plus jamais la guerre entre nous” is ook reden om kritisch te zijn op de door de EU ingeslagen en nog steeds gevolgde weg op gebied van natuur, immigratie, (monetaire) economie en financiën. ;0
“I am here. I am waiting for Naama to come back.” 🙏🏼 ;1
Zalig kerstfeest, lieve mensen. 🌟 ;1
Klopt. De Mediawet geeft de NPO opdracht om een breed en divers publiek te voorzien van informatie en programma’s die o.a. pluriform, gevarieerd en verbindend zijn. Deze opdracht in combi met de situatie in NL en de verkiezingsuitslag maakt voor mij het besluit van de NPO mbt de talkshows in 2024 onbegrijpelijk. Dat wil niet zeggen dat ik fan ben van alles wat gemaakt wordt maar dat hoeft ook niet. Er zit gelukkig een knop op de tv. Mij gaat het om die opdracht in de Mediawet. En dat gaat niet goed. Zie ook rapport commissie Van Geel en bijlage. ;0
En gelukkig is er #twente 😁 @TwenteBoard ;1
Nieuwe Kamerleden ontvangen vele felicitatiebrieven. Veel opbeurends daarbij zoals eentje van @MarcChavannes via @decorrespondent Optimisme, goede wil, verbeteringen en hoop. ;1
@Kronenberg211 @lexhoogduin @ewmagazinenl ;1
"Gelukkig schrijft Martin Sommer nog steeds columns. 
“De journalistiek staat weer in de frontlinie om op te komen voor de grondrechten tegen de populist. Tijdens corona was dat wel anders.” 
“Veiligheid als streven heeft de plaats ingenomen van vrijheid.” 
@ewmagazinenl ";1
Lachen met Kees. Want dat kan je ook met hem. 😊 En gelijk afscheid van hem genomen. Hij gaat gemist worden in de Kamer. @keesvdstaaij ;1
Lachen met Kees. Wat dat kan je ook met hem. 😊 En gelijk afscheid van hem genomen. Hij gaat gemist worden in de Kamer. @keesvdstaaij ;1
"Mooi pleidooi voor politieke temperantia door @keesvdstaaij tijdens de Thorbeckelezing. 
Tempe-wat…? Klik door-&gt; ";1
Gefeliciteerd, Martin Bosma @Martinbosma_pvv en veel succes. ;1
Gefeliciteerd, @Martinbosma_pvv en veel succes. ;1
Ik ben blij dat ik heb kunnen bijdragen aan oplossingen voor de problemen van de bewoners rondom Kanaal Almelo-De Haandrik. En nu daadwerkelijk aan de bak! 💪🏻 ;1
Avondje theater. Toch eens kijken wat ze te vertellen hebben, die @ajboekestijn en @robdewijk 😏 ;1
@EdWres @wierdduk En toch moeten we met elkaar blijven praten.;1
@wierdduk Zou Maartje Bakker wel eens van een bomgordel gehoord hebben?;0
Dank @CIDI_nieuws en een fijne #Chanoeka gewenst. Hopen op wat meer lichtjes in de wereld. 🙏🏼 ;1
"Het blijft bijzonder: vandaag ben ik beëdigd als lid van de Tweede Kamer. 
Ik ben woordvoerder Sociale Zaken en Werkgelegenheid, Asiel, Migratie en Integratie, Binnenlandse Zaken (m.u.v. Wonen), Digitale Zaken en Media. #zinan ";1
@Denkjewel 😁;1
@wierdduk @LavieJanRoos Of de wet intrekken waarin het uitgangspunt is dat tijdelijke contracten verboden zijn. En zo zijn er nog wel wat regeltjes die niet helpen. 😒;0
@Jossedevoogd @Benavra @ReneCuperus @nrc Denk ik ook geregeld. ;1
Mensen, wat een mooi draadje dit. ;1
Dank aan 43.004 kiezers voor hun vertrouwen en steun. Ik ga mijn uiterste best doen. 💚🍀 ;1
"Voor een beter Nederland! 🍀💚💪🏻
Met @CrPierik @lilian_helder #GijsTuinman @lientje1967 @MonaKeijzer @henkvermeer  en @claudiavz in de @BoerBurgerB fractie. ";1
Als het over een paar gezinnen zou gaan die op zoek zijn naar een overnachting had Edwin Rutten gelijk. Het gaat echter over de vraag waar al deze mensen en hun families daarna moeten gaan wonen en hoe bv hun kinderen onderwijs moeten krijgen. Dat is hier de kwestie. En dan begin ik niet over de tienduizenden Nederlanders die feitelijk dak- en thuisloos zijn.;0
Als het over een paar gezinnen zou gaan dat op zoek is naar een overnachting had Edwin Rutten gelijk. Het gaat echter over de vraag waar al deze mensen en hun families daarna moeten gaan wonen en hoe bv hun kinderen onderwijs moeten krijgen. Dat is hier de kwestie. En dan begin ik niet over de tienduizenden Nederlanders die feitelijk dak- en thuisloos zijn.;0
@Bartezvu Zeker. En ik reageer daar dan weer op door mijn verbazing uit te spreken over de ‘einde der democratische tijden’-retoriek zonder enige zelfreflectie aan linkerzijde. @nausicaamarbe had daar vandaag ook een goede column over.;1
“De democratie is niet een staatsvorm voor bange mensen.” Carel Polak in 1968. Ik voeg daar nu graag aan toe dat democratische verkiezingen ook een uitkomst kunnen hebben die je niet bevalt. En dan toch heb je het daar mee te doen. Wanneer je democraat bent.  (@FD_Nieuws Mirjam Vissers ⬇️);1
En stoppen met demoniseren alstublieft. Met de woorden van @RHoogland in het achterhoofd. ;0
“De democratie is niet een staatsvorm voor bange mensen.” Carel Polak in 1968. Ik voeg daar nu graag aan toe dat democratische verkiezingen ook een uitkomst kunnen hebben die je niet bevalt. En dan toch heb je het daar mee te doen. Wanneer je democraat bent. ;1
BBBedankt! En nu aan de bak voor een beter Nederland! 💪🍀💚 ;1
Stem vandaag voor gezond verstand in de Tweede Kamer. #ikstemBBB ;1
"Als je doet wat je deed dan krijg je wat je kreeg. 
De crisissen in ons landen hebben een andere, betere aanpak nodig. De politiek moet weer aan het stuur gaan zitten en besluiten nemen waar gezond verstand en algemeen belang richtinggevend zijn. 
Totale speech hier -> ";0
Als zijn links aan de knoppen zit, verlaten uiteindelijk bedrijven en vermogen het land. Stem daarom @BoerBurgerB die als geen andere partij begrijpt dat een sterke economie en ondernemerschap de bodem is waar welvaart op staat. Mijn kinderen zullen daar blij mee zijn.😊 ;1
@maanvis81 Jij wel. 😏;1
Tot zover de financiële degelijkheid van de doorrekening van verkiezingsprogramma's door het CPB... 😒  ;1
"""Meisjes van 8 of 9 versluieren, wegstoppen, alleen omdat ze meisjes zijn is kinderonderdrukking en vrouwenverachting."" @Assita_Kanko  Helaas wordt het veelal geaccepteerd. 😞
 ";0
Interessant gesprek met 5 ondernemers over de waarde van #horeca in onze dorpen en steden, de kansen die er voor deze ondernemers zijn maar zeker ook het gebrek aan waardering in de politiek voor de gastvrijheidseconomie. En wat er aan te doen is! #DagVanDeOndernemer ;1
Modellen en systemen als heilige wetten gaan de crisissen in ons land niet oplossen. Het moet anders. Opinieartikel van @lientje1967 et moi. ;0
@bauke_geersing @Cortes Nog steeds?!;0
Goed gesprek met @paulbuitink ⬇️ ;1
Dank! 😊 ;1
Dit is wel de essentie van deze discussie. ;1
De @BoerBurgerB wil een einde maken aan modellenpolitiek. De problemen in Nederland hebben échte oplossingen nodig. 💪 ;1
"Nooit meer is nu. 
@LodewijkA ";0
Dus. 😒 #stekkerbestelbus ;1
Volendamse humor over een reëel probleem: het net kan al die electriciteit niet aan. ;1
"Het @hcssnl waarschuwde dinsdag al voor het ondoordachte energiebeleid. De richting deel ik grotendeels; de manier waarop niet. ";0
"@wierdduk @telegraaf Dit. Het verhullende taalgebruik over ""het gesprek aangaan"". 😒 ";0
@wilmerbom @mariannezw @DeBalie En toch vond ik dat bevreemdend met een zaal vol midden twintigers tot dertigers. Tenzij zij natuurlijk de gelukkigen zijn met een eigen appartementje. Hoewel dan nog zou je je moeten willen verplaatsen in anderen.;0
@mariannezw Voorbeeld vanavond genoemd bij economiedebat in @debalie. Het leek niet te landen. Dit soort desastreus, sociaal klinkend woonbeleid leidt tot mínder woningen. Terwijl een huis, een eigen plek onder de zon samen met brood op de plank de bodem is waar bestaanszekerheid op staat.;0
Waarom schrapssessies van regels nauwelijks helpen en wat wel te doen. Gesprek bij OndernemersLounge @RTLZ ;0
Wat @lientje1967 zegt: #TeamOndernemers 👊 ;1
In Topsectorenbeleid is indertijd extra ruimte gemaakt voor #MKB omdat dat eerlijk en noodzakelijk is. Zonder MKB loopt economie vast. Vb? Elke machine die bij ASML vandaan komt, is voor 80% afkomstig van leveranciers waaronder honderden NL'se MKB'ers. Zo zijn er vele voorbeelden.;0
Foto's van Martijn Gijsbertsen  #vakman 👌 ;1
Foto's van Martijn Gijsbertsen  #vakman👌 ;1
Geld moet eerst verdiend worden voor je het uit kan geven. Ondernemers zijn daarbij cruciaal. ;1
@Matthijsvschie @GeertenWaling @ewmagazinenl @AFAS_Theater @hellahueck @ArendoJoustra @JorisHeijn @rensdejong @Victorfpak @Else4WBDenHaag @nardlodewijk @LJacobusse Wat een bizarre reactie. Uw gasten werden uitgemaakt voor leugenaar en genocideplegers. Een gesprek waar wij voor uitgenodigd werden was amper mogelijk. De andere mensen in de zaal met een betaald kaartje kregen niet waar ze voor kwamen: klimaatoptimisme.;0
Bedrijven zorgen voor banen en belastinginkomsten. Zo kunnen we belangrijke zaken betalen zoals onderwijs, zorg en defensie. ;1
"Ontslaan die mannen! 😁
Of is er een nieuwe afspraak in de Ministerraad? 😏 ";0
Iran (dat ook nog een steunpilaar is van #Hamas) voorzitter van de Mensenrechtencommissie maken. Hoe je de @UN tot een lachertje maakt. 😞 ;0
Scheiding tussen kerk en staat betekent dat de overheid zich niet bemoeit met wat mensen geloven. Vrijheids van godsdient en levensovertuiging beweegt zich (zie Grondwet) binnen de grenzen van de wet. Het gaat dan ook niet om wat bv christen, moslims of hindoeisten geloven. Dat staat vrij. Het gaat om jihadisme/islamiSme. De consequenties daarvan staan haaks op onze vrije, Westerse waarden en wetten.;0
@fuckroeper Dit gaat in essentie over verdienvermogen en vestingsklimaat als voorwaarde voor welvaart. Dat zie je bij verschillende onderwerpen terugkomen. Vooral H4a.;1
@DinantvdBelt In mijn boekje hoort die bij de grondrechten.;1
@herbypink Toch gevonden 😏;1
Dit is naar mijn mening ook in Nederland nodig. Uitspreken dat ongeacht wat er gebeurt we in ieder geval blijven staan voor de fundamenten van onze Westerse beschaving die gebouwd is op grondrechten, vrijheid, democratie, individualisme, gelijkheid voor de wet. En dat hier geen plaats kan zijn voor dat wat daar haaks op staat.;1
@JacquesMonasch Het is te gek om los te lopen. Zullen we iig met elkaar afspreken dat we in Nederland blijven staan voor de fundamenten van onze Westerse beschaving die gebouwd is op vrijheid, democratie, gelijkheid voor de wet, constitutionalisme en  recht van eigendom? 🙏;1
"""Veel Joodse Nederlanders zijn angstig na de gebeurtenissen in Israël en Gaza. Ze ervaren voor het eerst een agressieve toon uit progressief-linkse hoek."" @nrc ";0
Voor een goed bestaan is lezen en rekenen belangrijk. Interessant artikel in de @telegraaf over deze kant van #bestaanszekerheid ;1
"Kinderen leren lezen is niet moeilijk. Maar ""hippe, onbewezen onderwijsmethoden"" ondermijnen eerder dan ze helpen. Inmiddels lezen te veel kinderen op een dermate slecht niveau dat dit uiteindelijk zelfstandige #bestaanszekerheid in gevaar kan brengen. ";0
@john_bumblebee @Onderzoeksraad Wat ik er toen zelf van vond besprak ik met @YoeriAlbrecht  eind '21. ;1
De effecten zijn nog steeds merkbaar en voelbaar. Dit mag niet meer op deze manier. Zowel @mrtbollen  als @NickiVerweij hebben daar in hun tweets aandacht aan besteed. Leestip. ;0
Met gevoel voor understatement benoemt de @Onderzoeksraad de crisis als oorzaak voor reeds bestaande kwetsbaarheden en negatieve effecten voor nieuwe groepen. Het was echter niet de crisis. Het waren toch echt de collectieve maatregelen en de communicatie daarover. ;0
Gister kwam het 3e en laatste rapport van de @Onderzoeksraad over Covid19-beleid naar buiten. Ook nu is de Raad weer uiterst kritisch. Wat mij raakt, is de beschrijving van gebrek aan echte aandacht voor alle andere maatschappelijke schade die ontstond.  ;0
Lezing Westerbork vanwege bedreigingen afgezegd. Joodse scholen dicht en nu de herdenking van de Kristallnacht afgelast. En denk niet dat dit jou niet raakt wanneer je niet van Joodse komaf bent. Onze vrije, Westerse rechtsorde en democratie staan hier op het spel. ;0
Wij zoeken nieuwe medewerkers! Kijk op ;1
Diepe schande dat dit in ons land gebeurt 😞 ;0
Nuchterheid, duidelijkheid en praktische oplossingen. @lientje1967 bij #collegetour  💪 ;1
@Sill311 @BoerBurgerB @lientje1967 Denken dat je het alleen met zon en wind redt, is ridicuul.;0
Eens. Ik help je graag dit wetsvoorstel dat ik een aantal jaren geleden indiende waarmee verheerlijking van terroristisch geweld strafbaar wordt gesteld gereed te maken voor behandeling en vaststelling. ;1
En voor alle duidelijkheid: er is een groot verschil tussen de radicale islamisten en de gematigde moslims die onze vrienden, collega's en buurvrouwen zijn. Zoals Leila Ait Baali die zich een paar dagen terug dapper uitsprak voor vrede en medemenselijkheid. ;1
Alles wat @nausicaamarbe hier schrijft. Wordt ook tijd dat het wetsvoorstel dat ik een paar jaar terug schreef dat ging over het verbod op het verheerlijken van terroristisch geweld tot wet geslagen wordt. Als één van de noodzakelijke maatregelen. ;1
Je kunt niet én als ambtenaar wijzen op de neutrale en onafhankelijke ambtenarenstatus en daarom om bescherming in het publieke debat vragen én tegelijkertijd politieke uitspraken doen en dus onderdeel worden van datzelfde debat. Het ambtenarenkorps zal toch echt een keuze moeten maken.;0
"@janwillemwits Och kijk, ze gebruikt in ieder geval dezelfde truukjes als Rutte 😶
#hopenopeentweestrijd 🤦‍♀️ ";0
@alt_economy_mr @geenstijl Ik heb abonnementen op oa @FD_Nieuws @nrc @telegraaf @ewmagazinenl @FTM_nl en koop geregeld oa @HPdeTijdNL @DeGroene @volkskrant Wat nu? 🤔;0
Maar eens een donatie gedaan aan @geenstijl Werken moet lonen. Hard werken met resultaat zeker. ;1
@ChrisAalberts Niet zo cynisch, Chris. Er zijn echt toch nog steeds politici die keuzes maken die het dichtst bij hun hart liggen en die het goede proberen te doen. Los van wat het betekent voor hun loopbaan.;1
"""Zo heeft het CPB onlangs laten weten dat het nog steeds niet mogelijk is om de baten van kennis en innovatie in de macro-economische modellen op te nemen."" En dat geldt voor meer zaken die van waarde zijn.  ";0
Alweer twee weken geleden had ik een gesprek met de Nivo. Een van de vele lokale, periodieke kranten die Nederland kent.  De weergave van dit gesprek staat hier ➡️ ;1
@Denkjewel @BartNijman O boy;1
@Denkjewel @BartNijman En nou wil ik het weten. Wie is Tim? 🤷‍♀️;1
